Sitio	replica	estrato	UnidadTaxonómica	Largo	Ancho	body_mass
P	2	10	ptilidae	1306.429	542.703	73.4845570727823
R	3	Frag	eupthiracaroidea	1163.408	593.575	73.4594531893812
L	3	Frag	hipogastruridae	2204.642	771.105	73.3689148519178
L	3	humus	trip	986.765	208.515	73.0881776185684
R	1	Frag	symphypleona	2085.229	1099.292	72.9285502162719
R	3	Frag	eupthiracaroidea	1185.368	576.96	72.3782893466117
R	1	humus	larva_diptero	1361.649	158.749	72.1831413131216
P	2	Frag	eviphididae	1143.455	671.698	72.107924634824
L	3	Hoja	hipogastruridae	2187.566	577.982	71.9284944671697
P	1	humus	entomobridae	2567.699	773.529	71.42664971284
R	3	humus	eupthiracaroidea	1226.673	551.476	71.1788207657388
R	2	humus	tardigrado	427.359	191.562	70.8391025534627
L	3	Frag	hipogastruridae	2167.625	548.637	70.2683224719218
P	2	hoja	eremobelbidae	1034.618	630.049	70.0047802989184
L	1	humus	larva_diptero	1344.583	491.182	69.8594811876676
R	3	humus	eupthiracaroidea	1132.647	589.538	69.7762711494526
R	3	humus	eupthiracaroidea	1148.509	580.738	69.6554980396551
L	3	Frag	afido	1192.57	509.218	69.4944019706302
R	3	humus	eupthiracaroidea	1150.841	576.981	69.1815922232436
L	3	Frag	hipogastruridae	2154.066	583.7	69.1529107391896
L	1	humus	larva_sciaridae	1336.303	248.814	68.7488912442187
P	3	humus	eremobelbidae	941.445	693.237	68.681890915731
R	3	humus	oribatulidae	950.474	685.45	68.6577039030445
P	3	Frag	tardigrado	422.767	173.571	68.5800389884516
P	2	Frag	eviphididae	1099.33	695.697	68.4021123299405
L	3	Frag	hipogastruridae	2143.819	603.43	68.3171428142915
R	3	Frag	eupthiracaroidea	1166.19	564.365	68.2502035800701
R	3	10	eupthiracaroidea	1129.509	581.489	68.0345828631327
P	3	humus	eremobelbidae	1019.379	627.835	68.0060466200927
L	3	Frag	hipogastruridae	2138.172	697.523	67.8591986859747
L	3	Frag	hipogastruridae	2136.672	688.981	67.7378705923971
L	2	10	ceratozetoidea	997.35	674.802	67.7306860197391
L	3	Frag	hipogastruridae	2136.517	583.7	67.7253408788261
R	3	Frag	eremobelbidae	991.376	645.761	67.618687813751
R	2	10	omnivoro	6749.708	264.068	67.6023351872812
R	3	humus	eupthiracaroidea	1030.753	634.444	67.584683056527
R	3	humus	eupthiracaroidea	1095.92	596.629	67.5692821796289
R	3	Frag	eupthiracaroidea	1144.231	570.821	67.457598855674
L	2	Frag	astigmata	1157.385	563.876	67.3739523123709
R	3	H	enquitreido	2506.372	429.306	67.2378511532169
R	2	humus	tardigrado	419.691	211.318	67.0939646697226
R	3	10	eremobelbidae	995.807	638.01	66.9672175516316
P	1	humus	tardigrado	419.058	191.991	66.7908384008737
R	3	humus	eupthiracaroidea	1237.591	523.255	66.5785758745031
R	3	Frag	eupthiracaroidea	1020.811	633.543	66.445227311654
R	3	humus	eupthiracaroidea	1055.937	611.889	66.3491390047277
L	1	Frag	amerosidae	1135.913	617.725	66.2854276663336
L	3	humus	trip	929.526	223.661	66.1350530896624
R	3	Frag	eupthiracaroidea	1206.229	534.35	66.1029783454725
L	2	humus	astigmata	1212.147	528.514	65.4901560636344
R	3	humus	eupthiracaroidea	1276.112	500.952	65.276656219625
P	2	Frag	eviphididae	1038.906	756.282	65.1955045430997
R	3	Frag	eupthiracaroidea	1014.719	629.302	65.1663647574426
R	3	Frag	eremobelbidae	993.844	625.454	64.9215727220364
R	3	Frag	epilhomanioidea	1043.072	579.641	64.5765460157032
R	3	Frag	eremobelbidae	1001.022	617.051	64.4507750231057
L	3	Frag	hipogastruridae	2092.569	628.69	64.2293397223584
L	3	Frag	hipogastruridae	2090.884	641.904	64.0975375135862
P	3	humus	laelapidae	1311.939	413.386	63.9230181319301
L	1	humus	oribatulidae	871.709	719.317	63.8484448756997
R	3	Frag	gasteropoda	1107.565	967.461	63.4285908402268
P	1	humus	limnozetidae	1009.665	646.148	63.3095804706284
L	1	humus	astigmata	1064.566	588.404	63.2758152882155
L	1	humus	larva_diptero	1293.507	421.776	63.1818383834582
P	3	Frag	tardigrado	410.971	187.825	62.9981822718512
L	3	10	entomobridae	2441.714	669.992	62.9849781859312
P	1	humus	eremobelbidae	945.59	647.291	62.8402693559385
L	3	10	astigmata	1084.777	571.502	62.2827919723443
L	2	humus	isotomidae	2454.687	674.767	62.2571478622609
P	3	Frag	tardigrado	408.495	212.396	61.866382528845
L	3	Frag	hipogastruridae	2061.638	736.925	61.8360367759194
P	1	Frag	parasitidae	1149.241	551.334	61.7343033052544
L	3	Hoja	hipogastruridae	2058.212	755.264	61.574340667335
R	3	humus	eupthiracaroidea	1110.204	554.142	61.5554471331708
L	2	Frag	astigmata	1049.807	585.676	61.4997479848348
L	3	Frag	hipogastruridae	2057.068	535.776	61.4871060681017
R	3	humus	eupthiracaroidea	1173.25	522.32	61.188616764105
P	3	10	eremobelbidae	974.065	613.287	61.1366607859955
L	2	10	astigmata	1155.617	527.395	60.6782971520648
R	1	humus	tardigrado	405.669	335.847	60.5912555261138
R	2	humus	eupthiracaroidea	1164.063	520.816	60.19092534252
L	3	Frag	hipogastruridae	2039.608	595.671	60.1650250961886
L	3	Frag	hipogastruridae	2039.426	660.459	60.1513358690529
R	3	humus	eremobelbidae	981.35	599.372	59.9224806505399
P	2	humus	larva_diptero	1267.005	323.526	59.8781428516762
R	3	Frag	eupthiracaroidea	1056.631	571.807	59.876223307262
P	2	Frag	eviphididae	1031.769	690.74	59.5512057717284
L	3	Frag	isotomidae	2414.349	478.497	59.454418411622
L	1	humus	larva_diptero	1263.096	334.091	59.4000556708441
R	2	humus	tardigrado	402.928	166.163	59.3713373529899
L	3	10	astigmata	969.705	617.316	59.0330414209651
R	3	Frag	eremobelbidae	1002.747	577.964	58.9727141638301
R	3	humus	eremobelbidae	929.847	630.314	58.9204895729839
R	1	Frag	eupthiracaroidea	1066.444	560.524	58.9052984768641
P	2	humus	oribatulidae	902.518	651.231	58.7661983323269
R	2	Hoja	tardigrado	401.471	209.304	58.7295977794099
L	3	Frag	hipogastruridae	2018.503	729.222	58.5901983151997
P	1	humus	tardigrado	401.037	196.024	58.5393391940024
R	1	Hoja	afido	1106.361	450.685	58.4930072522645
P	2	humus	oribatulidae	973.356	594.511	58.4633927156446
P	2	Frag	eviphididae	1035.841	663.333	58.0358081862298
L	3	humus	pupa_diptero	80.467	244.699	57.9988365
P	2	hoja	tardigrado	399.778	155.406	57.98973981026
R	3	Frag	eremobelbidae	882.326	661.782	57.9402049080466
L	1	Frag	amerosidae	1079.612	595.64	57.8089198548845
R	3	Frag	eupthiracaroidea	1093.21	538.291	57.5085853145223
L	3	10	omnivoro	8323.761	218.073	56.854986218655
L	3	Frag	hipogastruridae	1994.106	535.776	56.8012656220541
R	2	humus	tardigrado	396.94	184.253	56.7634891989177
R	3	Frag	eremobelbidae	988.882	571.088	56.6993766218592
R	3	humus	eupthiracaroidea	1134.928	513.202	56.6112399368005
L	1	humus	astigmata	1019.621	570.937	56.5654492292483
R	3	Frag	eupthiracaroidea	1094.499	530.91	56.4081026051287
P	2	humus	oribatulidae	907.587	627.921	56.3515665750534
L	3	humus	tardigrado	395.343	121.522	56.0811160492403
R	3	humus	oribatulidae	880.152	646.532	55.8559532953475
R	3	Frag	eupthiracaroidea	1028.651	561.109	55.8306110268629
R	3	humus	epilhomanioidea	1109.62	431.312	55.8252094855439
L	3	Frag	hipogastruridae	1980.107	599.656	55.7899639326175
P	1	Frag	eremobelbidae	854.971	666.717	55.6338831433747
R	3	humus	gasteropoda	1022.744	564.5	55.4467901402163
P	1	humus	eremobelbidae	1001.78	552.929	55.3411685756808
P	3	humus	oribatulidae	878.634	642.658	55.2332813122428
L	3	10	omnivoro	9765.973	198.091	55.0414882984575
R	3	Frag	eupthiracaroidea	1083.889	526.913	54.9347669755968
R	3	humus	ceratozetoidea	946.718	604.319	54.8199618238025
P	3	Frag	tardigrado	392.117	124.939	54.7194219727244
L	3	10	omnivoro	8801.065	208.019	54.6998830136187
L	3	Frag	hipogastruridae	1964.72	687.563	54.6911050557182
R	3	Frag	eupthiracaroidea	1197.199	475.157	54.6028499896016
L	3	Frag	hipogastruridae	1962.704	627.563	54.5481164915275
L	3	Frag	hipogastruridae	1962.704	627.349	54.5481164915275
L	2	10	ceratozetoidea	940.393	605.456	54.1518649358478
L	3	Frag	hipogastruridae	1957.072	759.174	54.1498613444359
R	3	humus	eremobelbidae	945.773	581.307	54.0757512808365
R	2	humus	tardigrado	390.5	166.163	54.04525892645
R	3	humus	gasteropoda	1006.12	776.735	53.9340019460041
P	1	Frag	isotomidae	2330.25	533.898	53.8739720062917
R	3	humus	eupthiracaroidea	1064.275	529.566	53.833193274798
L	2	10	fungivoro	6412.582	241.588	53.7562307018965
P	3	Frag	scheloribates	955.29	578.655	53.6528696881769
P	1	humus	eremobelbidae	936.472	583.873	53.5460342901113
R	3	humus	eremobelbidae	904.617	604.949	53.2033705394154
P	1	humus	eremobelbidae	979.025	551.686	53.1513948760863
L	3	Frag	hipogastruridae	1941.497	614.338	53.0577275993603
R	3	humus	eremobelbidae	894.838	611.3	53.0447129231442
L	2	humus	hipogastruridae	1939.654	698.266	52.9293888293112
P	3	Frag	scheloribates	932.471	601.657	52.8922918010747
L	3	Frag	hipogastruridae	1938.829	614.338	52.8720005013663
P	3	Frag	tardigrado	387.311	221.392	52.7319682386263
R	2	humus	eremobelbidae	949.738	567.448	52.6350050603052
R	3	humus	eupthiracaroidea	1172.506	473.265	52.5673116620876
R	1	humus	uropodidae	1002.012	639.279	52.4908122946233
R	3	humus	eupthiracaroidea	1056.231	522.32	52.1019774120792
L	3	Hoja	hipogastruridae	1927.12	684.31	52.061578829952
R	3	Frag	eremobelbidae	1000.755	529.663	52.0224099280996
L	3	Hoja	hipogastruridae	1926.457	697.523	52.0159177182145
R	3	humus	eupthiracaroidea	1034.454	531.324	51.8045654402617
R	3	humus	eupthiracaroidea	1073.833	511.141	51.6964251026778
P	3	Frag	oribatulidae	911.068	587.656	51.6778837206008
R	3	humus	eremobelbidae	903.179	592.792	51.5794688303942
R	3	10	eremobelbidae	1063.995	487.177	51.105025561932
R	2	humus	eupthiracaroidea	955.414	569.893	51.0642460631704
L	1	humus	oribatulidae	959.64	548.595	51.0538018586671
L	2	humus	hipogastruridae	1911.487	399.249	50.9914003897416
R	1	Frag	symphypleona	1353.758	644.251	50.954086782821
R	3	Frag	eremobelbidae	1001.495	521.046	50.9023129157221
P	2	Frag	galumnidae	733.753	745.282	50.7574386303408
P	2	Frag	oribatulidae	880.195	603.418	50.7158104829242
R	1	humus	uropodidae	971.617	659.235	50.5053635888372
R	2	10	japygiidae	5266.25	301.953	50.475211827975
P	1	10	afido	1037.414	349.679	50.456885502928
L	1	Frag	astigmata	1058.363	510.339	50.4399797993076
L	2	Frag	astigmata	894.8	603.609	50.4378963513548
L	3	Frag	symphypleona	1336.539	710.413	50.415574477959
L	1	humus	astigmata	1099.539	490.129	50.2674875631683
L	3	Hoja	hipogastruridae	1898.065	679.97	50.0833368425438
L	2	Frag	larva_sciaridae	1182.095	195.561	50.0164166506976
L	3	Frag	hipogastruridae	1891.489	573.504	49.642053806451
R	3	humus	onichiuridae	2440.815	460.17	49.6273259474656
R	3	10	ceratozetoidea	865.874	662.019	49.5164880162039
R	2	humus	eremobelbidae	975.389	526.053	49.4275878109624
P	1	humus	eremobelbidae	883.858	588.624	49.3142904395667
P	2	humus	oribatulidae	858.874	608.35	49.2992857469065
L	3	Frag	hipogastruridae	1883.975	895.461	49.1407290641428
L	3	Frag	hipogastruridae	1883.975	579.261	49.1407290641428
L	2	10	oripodidae	978.023	498.362	49.0463078076644
L	2	Frag	astigmata	967.428	548.052	49.0290901203852
R	1	humus	gasteropoda	950.137	671.127	48.9658132050864
R	2	humus	tardigrado	377.756	210.483	48.9247483460933
R	1	Frag	oribatulidae	916.878	560.361	48.8494601061993
R	3	Frag	eupthiracaroidea	982.972	537.243	48.7314369566151
L	3	Frag	symphypleona	1281.58	647.324	48.6887820880561
P	1	humus	tardigrado	377.129	168.863	48.6815363551764
L	1	humus	oribatulidae	867.339	595.192	48.5786999336717
R	3	humus	scheloribates	932.407	548.116	48.493881327933
R	3	humus	astigmata	1012.408	519.832	48.4757365725511
R	2	10	omnivoro	6147.081	234.307	48.4712950488843
R	3	humus	oribatulidae	885.2	579.63	48.3813814945404
L	1	Frag	oribatulidae	854.321	603.011	48.2771331344668
L	1	humus	oribatulidae	894.329	571.289	48.204085283729
L	3	Frag	hipogastruridae	1869.777	567.645	48.2018851713979
P	2	Frag	dermanisoidea	983.078	605.23	48.1726973933832
L	1	Frag	astigmata	993.454	527.075	48.1017489092962
P	1	Frag	eviphididae	964.008	634.062	48.0837245366025
R	3	humus	galumnidae	797.33	650.862	48.0394696650734
L	3	humus	larva_diptero	1163.417	227.113	47.9918914015558
P	1	humus	limnozetidae	931.633	565.951	47.8757923611801
R	3	humus	eupthiracaroidea	1062.797	490.932	47.8400508744815
P	2	humus	oribatulidae	880.777	577.913	47.7914606992458
L	1	humus	oribatulidae	868.31	587.362	47.7728725587037
L	3	Frag	hipogastruridae	1863.109	855.016	47.7647569940024
R	3	Frag	oribatulidae	871.064	582.621	47.4768268717986
P	2	humus	oribatulidae	900.507	560.363	47.4445481128543
L	2	humus	oribatulidae	830.532	615.195	47.4280454166006
L	3	Frag	hipogastruridae	1857.259	647.166	47.3832453028392
R	3	humus	scheloribates	929.837	536.636	47.2751015235862
L	3	humus	trip	760.469	213.776	47.2702870239459
L	3	10	oripodidae	887.561	594.022	47.1444533634994
R	1	Frag	entomobridae	2172.764	492.522	47.0469411699608
L	2	humus	hipogastruridae	1848.279	428.783	46.8012226920905
R	3	humus	oripodidae	875.062	606.54	46.6638342488438
L	2	10	astigmata	988.509	518.559	46.5609208984471
L	3	Hoja	hipogastruridae	1843.867	715.335	46.5168672648876
L	3	Frag	hipogastruridae	1843.064	702.457	46.4652268169428
L	2	humus	astigmata	989.237	517.326	46.4439252624092
L	3	Hoja	hipogastruridae	1841.055	690.055	46.3361819305965
L	2	humus	astigmata	1103.545	462.73	46.2892430314223
L	3	Hoja	hipogastruridae	1838.787	487.69	46.1907626548559
L	3	Frag	astigmata	1012.978	503.209	46.1639608189038
R	3	humus	oribatulidae	845.287	590.578	46.0887521214155
L	3	10	omnivoro	7594.117	205.232	45.9422857981007
P	1	10	omnivoro	4923.274	254.876	45.9364101278702
R	3	humus	eremobelbidae	901.904	545.744	45.835740928762
L	1	humus	oribatulidae	779.493	645.926	45.8196386267017
R	1	humus	gasteropoda	912.52	749.745	45.7381897206056
L	2	Frag	astigmata	1007.74	502.546	45.7069453276638
L	2	Frag	astigmata	983.01	515.12	45.6976117640157
L	2	10	astigmata	976.48	518.559	45.6968359331265
P	3	Frag	oribatulidae	914.241	535.779	45.6623519822146
R	3	Frag	oripodidae	882.281	580.415	45.567519903909
R	3	humus	oripodidae	938.105	505.094	45.5199397142026
P	2	Frag	oribatulidae	839.111	590.115	45.4944855263677
P	2	10	oribatulidae	847.922	582.355	45.4212923755486
L	3	Frag	hipogastruridae	1826.389	755.264	45.4007336828389
L	3	Frag	hipogastruridae	1825.57	522.438	45.3488366263197
L	1	humus	astigmata	999.348	503.978	45.3227580855323
P	2	humus	oribatulidae	826.117	598.418	45.2349198329724
P	3	20	entomobriidae	2138.713	569.251	45.2252809172532
L	3	Frag	oribatulidae	918.424	526.317	44.8679648948099
L	1	humus	oribatulidae	808.783	608.432	44.7347197063645
L	2	Frag	astigmata	969.63	514.429	44.6575781192906
L	1	humus	larva_diptero	1130.988	226.198	44.5981234545773
R	3	humus	oribatulidae	868.912	557.58	44.4662844496429
P	2	humus	oribatulidae	878.043	550.506	44.424489142018
L	2	10	oribatulidae	903.654	532.306	44.4027043212391
R	3	humus	ceratozetoidea	908.409	527.06	44.2790230391175
P	3	hoja	oribatulidae	927.063	514.221	44.0947318194729
L	2	Frag	astigmata	996.3	495.96	44.0179960642467
R	3	humus	ceratozetoidea	863.036	587.283	43.9935012260612
L	3	Frag	hipogastruridae	1803.547	419.327	43.9668178564996
R	3	humus	scheloribates	891.221	544.483	43.8525571160226
R	3	humus	oripodidae	858.133	592.282	43.8167991793437
L	3	humus	trip	725.961	216.725	43.7369824107204
L	3	10	omnivoro	5469.815	235.915	43.7249084360431
L	1	humus	astigmata	1087.584	451.877	43.6545034533277
R	1	Frag	gasteropoda	887.249	718.687	43.6205010187524
R	1	humus	gasteropoda	887.053	644.587	43.6042365216439
P	2	Frag	hipogastruridae	1796.391	737.564	43.5233404023654
R	3	Frag	ceratozetoidea	855.558	591.692	43.5021131994574
P	3	Frag	oribatulidae	869.389	547.805	43.4173475774383
P	2	Frag	oribatulidae	826.955	580.303	43.4007640147353
R	3	Frag	oripodidae	873.025	563.371	43.3555426873464
L	2	humus	ologamasidae	1005.044	505.158	43.3435622749214
L	3	Frag	hipogastruridae	1792.566	759.566	43.287414300537
R	1	Frag	ologamasidae	926.799	616.047	43.2269269003564
L	2	Frag	oribatulidae	792.051	607.475	43.1499068420314
R	3	Frag	galumnidae	793.181	606.381	43.1406754189653
L	3	10	oripodidae	886.247	541.477	43.1200137447058
L	1	humus	oribatulidae	841.833	565.636	43.1000608683282
L	3	Frag	hipogastruridae	1788.947	455.527	43.0649115122605
R	3	Frag	eupthiracaroidea	967.509	503.105	43.0179659433539
R	3	Frag	oribatulidae	866.833	543.912	42.7814494933912
R	3	Frag	eremobelbidae	934052	627.401	42.7193257146409
L	3	Frag	symphypleona	1092.343	485.376	42.6420384400439
P	1	Hoja	scheloribates	853.415	581.508	42.5815783286955
R	2	10	omnivoro	8905.73	182.187	42.4570146674178
L	1	Frag	entomobridae	2084.987	753.745	42.4383391001352
L	1	humus	oripodidae	927.907	479.589	42.3987118747818
L	1	humus	oribatulidae	809.143	585.144	42.3866218921649
R	3	humus	epilhomanioidea	958.122	445.997	42.3748516701373
P	3	10	laelapidae	1016.974	476.905	42.3291238075895
P	1	humus	tardigrado	359.908	248.793	42.3125294068138
P	2	10	oribatulidae	862.797	541.999	42.250304705993
R	3	Frag	ceratozetoidea	897.567	514.812	42.2476950110824
P	2	hoja	eupthiracaroidea	906.037	530.15	42.1525042665941
L	3	humus	trip	710.021	247.489	42.1423309196505
R	3	humus	eupthiracaroidea	1027.744	467.141	42.1210688923348
L	3	Hoja	hipogastruridae	1773.34	614.399	42.1133341401274
L	3	humus	trip	709.294	214.517	42.0701699938944
R	3	humus	eremobelbidae	923.71	498.466	41.9679246718591
L	3	Frag	oribatulidae	923.592	498.201	41.9280135874761
P	2	Frag	dermanisoidea	1015.742	469.871	41.6982956191287
L	2	humus	hipogastruridae	1766.386	623.97	41.693496315864
L	1	humus	oribatulidae	831.929	559.861	41.6784961195908
P	1	Hoja	entomobridae	2069.573	447.412	41.6583317947629
R	3	humus	oribatulidae	831.536	559.85	41.6454594409066
L	2	10	astigmata	968.163	491.821	41.5935493942154
R	1	humus	eviphididae	915.445	606.466	41.5764839527541
R	3	Frag	eupthiracaroidea	940.325	506.177	41.5678907806359
L	2	humus	astigmata	1049.592	452.836	41.4773518814201
L	2	humus	parasitidae	951.762	548.356	41.439621094209
P	2	hoja	oripodidae	840.903	581.142	41.2630600067218
L	3	10	hipogastruridae	1757.243	600.411	41.1453864812185
P	1	10	limnozetidae	905.829	505.892	41.0861222352013
R	3	Frag	oripodidae	823.015	606.775	41.0655772006994
R	1	humus	oribatulidae	846.263	542.436	40.9927043402857
L	2	humus	symphypleona	1041.622	704.459	40.9920258551361
R	3	humus	ceratozetoidea	819.095	608.169	40.7447076013726
L	2	Frag	astigmata	920.259	510.441	40.7379430298937
P	2	Frag	oribatulidae	828.37	553.071	40.6889703506252
R	3	humus	galumnidae	884.467	512.324	40.648714847215
L	2	humus	entomobridae	2046.859	653.606	40.5247008093213
P	2	Frag	oribatulidae	854.801	531.326	40.4749966828088
L	2	10	astigmata	897.972	520.611	40.4405895308321
R	3	humus	oribatulidae	866.341	522.564	40.41208334348
L	1	humus	oribatulidae	877.092	514.8	40.3726342667166
L	3	Frag	hipogastruridae	1743.595	606.315	40.3353953548
P	3	Frag	tardigrado	353.822	207.94	40.2021228485221
R	2	Frag	hipogastruridae	1740.473	465.9	40.1514830018847
L	2	humus	hipogastruridae	1739.1	628.668	40.0707633165995
R	3	humus	galumnidae	785.551	581.563	40.0569586215527
L	1	humus	oribatulidae	785.559	581.175	40.0202092703468
R	3	Frag	ceratozetoidea	833.3	573.64	40.0008800806266
P	2	Frag	isotomidae	2093.503	549.1	39.9971064116444
L	3	Frag	hipogastruridae	1736.799	563.184	39.9357071517143
L	3	10	oripodidae	854.106	541.477	39.9161834080369
R	3	Frag	gasteropoda	840.691	647.897	39.8268587900508
R	2	Frag	entomobridae	2031.957	584.645	39.791130964606
R	3	humus	isotomidae	2087.411	279.427	39.6743801488628
P	1	humus	oribatulidae	831.027	540.213	39.5756040469235
P	2	humus	oribatulidae	850.216	525.546	39.5141317431308
L	3	Frag	symphypleona	995.838	457.617	39.490858842713
P	1	10	symphyla	4851.769	584.196	39.4706319362744
R	3	humus	oripodidae	817.659	588.452	39.3701622225024
L	2	10	astigmata	973.928	471.339	39.3283874684181
P	1	humus	ceratozetoidea	797.238	621.572	39.2939722432076
P	1	humus	parasitidae	945.035	521.287	39.1299781325217
L	3	Frag	hipogastruridae	1720.992	630.496	39.0154006794477
R	3	humus	astigmata	929.331	491.207	38.9937944127426
L	3	Frag	hipogastruridae	1720.465	503.166	38.9849424297648
R	3	humus	ceratozetoidea	823.15	572.907	38.9429910165859
